segment,sub_segment_group,organization,sub_segment,location,website,likely_needs,buying_trigger,source_url,verified
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Asian International School,International school,Colombo,ais.lk,"Prospectuses, certificates, ID cards",Ongoing demand,https://ais.lk/,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",École Internationale Kandy,International school,Kandy,—,"Prospectuses, certificates, exam papers",First international school in Central Province; ongoing,https://en.wikipedia.org/wiki/%C3%89cole_internationale_Kandy,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Musaeus College,Private girls' school,Colombo,—,"Prize-giving programmes, certificates, magazines",unverified this session,—,verify
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",University of West London (Sri Lanka campus),University branch campus,Colombo,—,"Launch collateral, prospectuses, certificates, signage",First full UK branch campus launched June 2026,https://www.lankanewspapers.com/2026/06/23/university-of-west-london-launches-sri-lanka-s-first-full-british-university-branch-campus,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",SLIIT,Private university,Malabe,sliit.lk,"Prospectuses, convocation certificates, banners",75+ degrees; annual intakes and convocations,https://en.wikipedia.org/wiki/Sri_Lanka_Institute_of_Information_Technology,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",NSBM Green University,Private university,Homagama,nsbm.ac.lk,"Prospectuses, certificates, campus signage",UGC-recognised; annual intakes,https://en.wikipedia.org/wiki/National_School_of_Business_Management,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",CINEC Campus,Private university,Malabe,cinec.edu,"Prospectuses, certificates, signage",UGC degree-awarding institute,https://www.teachme.lk/blog/private-universities-in-sri-lanka-fees-recognition-and-best-courses-in-2025,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Horizon Campus,Private university,Malabe,horizoncampus.edu.lk,"Prospectuses, certificates, banners",UGC-recognised since 2014,https://www.teachme.lk/blog/private-universities-in-sri-lanka-fees-recognition-and-best-courses-in-2025,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",NIBM,Higher-education institute,Colombo,nibm.lk,"Prospectuses, certificates, course brochures",UGC degree-awarding status,https://www.teachme.lk/blog/private-universities-in-sri-lanka-fees-recognition-and-best-courses-in-2025,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",SLTC Research University,Private university,Padukka,sltc.ac.lk,"Prospectuses, certificates, signage",Ongoing demand,https://en.wikipedia.org/wiki/SLTC_Research_University,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Informatics Institute of Technology (IIT),Higher-education institute,Colombo,iit.ac.lk,"Prospectuses, certificates, event banners",Ongoing demand,https://www.findit.lk/recommendations/best-private-universities-in-sri-lanka,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",ESOFT Metro Campus,Education chain,Colombo,esoft.lk,"Prospectuses, course leaflets, certificates, branch signage",40 branches nationwide,https://en.wikipedia.org/wiki/ESOFT_Metro_Campus,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",ICBT Campus,Education chain,Colombo,icbt.lk,"Prospectuses, certificates, branch signage","8 campuses (Kandy, Galle, Jaffna, etc.)",https://en.wikipedia.org/wiki/ICBT_Campus,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Wisdom Business Academy,Professional education,Colombo,wba.lk,"Course brochures, study packs, certificates",CIMA September 2026 intake,https://wba.lk/,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",CA Sri Lanka,Professional body,Colombo,casrilanka.com,"Exam papers, certificates, journals, annual report",Recognised audit supervisory body; exam cycles,https://casrilanka.com/casl/index.php?option=com_content&view=article&id=3049&Itemid=534&lang=en,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies","Institution of Engineers, Sri Lanka (IESL)",Professional body,Colombo,iesl.lk,"Certificates, journals, awards material","25,000+ members; 2026 awards programme",https://iesl.lk/,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",AAT Sri Lanka,Professional body,Colombo,aatsl.lk,"Exam papers, certificates, study texts",Accredited education-centre network (2025 list),https://www.aatsl.lk/images/pdf/accredited-education-centres-2025.pdf,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Sri Lanka Institute of Marketing (SLIM),Professional body,Colombo,slim.lk,"Awards collateral, certificates, brochures",Runs Effie Awards Sri Lanka (gala 3 Mar 2026),https://effie.org/events/2026-effie-sri-lanka-gala/,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Sipsara Higher Education Institute,Tuition institute,Piliyandala,—,"Tutorials, exam papers, banners",Ongoing demand,https://studentlanka.com/2012/08/28/tuition-centers/,yes
"Services, institutions & tenders","Private schools, international schools, universities, tuition institutes, professional bodies",Sakya Academy of Higher Education,Tuition institute,Kiribathgoda,—,"Tutorials, exam papers, banners",Multiple branches; ongoing demand,https://studentlanka.com/2012/08/28/tuition-centers/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Asiri Health (Asiri Hospital Holdings PLC),Hospital chain,Colombo,asirihealth.com,"Forms, report covers, patient leaflets, signage, annual report",Asiri Port City Hospital launching soon; six hospitals,https://asirihealth.com/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Nawaloka Hospitals PLC,Hospital chain,Colombo,nawaloka.com,"Forms, prescription pads, signage, annual report",10 medical-centre network islandwide,https://en.wikipedia.org/wiki/Nawaloka_Hospital,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Durdans Hospital (Ceylon Hospitals PLC),Hospital + lab chain,Colombo,durdans.com,"Lab report covers, forms, leaflets, collection-centre signage",100+ lab/collection locations,https://www.durdans.com/lab-network/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Hemas Hospitals,Hospital + lab chain,Wattala / Thalawathugoda,hemashospitals.com,"Lab forms, report covers, leaflets, signage",Largest diagnostic lab chain,https://hemashospitals.com/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Lanka Hospitals PLC,Hospital,Colombo,lankahospitals.com,"Forms, patient leaflets, signage, annual report",20+ specialty centres; medical tourism,https://www.lankahospitals.com/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Ninewells Hospital,Specialist hospital,Colombo,ninewellshospital.lk,"Forms, patient booklets, signage",Only dedicated women & child private hospital,https://www.ninewellshospital.lk/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Neville Fernando Teaching Hospital,Hospital,Malabe,—,"Forms, report covers, signage",Among top-5 private bed capacity,https://en.wikipedia.org/wiki/Neville_Fernando_Teaching_Hospital,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Kings Hospital Colombo,Hospital,Colombo,—,"Forms, leaflets, signage",unverified this session,—,verify
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Health Promotion Bureau (Ministry of Health),Health communication,Colombo,hpb.health.gov.lk,"IEC leaflets, posters, booklets",National IEC producer; recurring campaigns,https://hpb.health.gov.lk/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Family Health Bureau,Health programme,Colombo,fhb.health.gov.lk,"Child health records, forms, IEC leaflets",Ongoing programme material,https://fhb.health.gov.lk/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Ministry of Health Sri Lanka,Ministry,Colombo,health.gov.lk,"Forms, registers, IEC material, reports",Publishes tenders on official procurement page,https://www.health.gov.lk/si/tenders-procuments/,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",WHO Sri Lanka country office,UN health agency,Colombo,who.int/srilanka,"Reports, IEC material, event collateral",Ongoing demand,https://www.who.int/srilanka/about-us,yes
"Services, institutions & tenders","Hospitals, private healthcare chains, labs, clinics",Medicare 2026 (Aitken Spence Conventions) exhibitors,Healthcare trade show,Colombo,—,"Exhibitor brochures, stand graphics","Medicare healthcare exhibition, March 2026",https://10times.com/medicare-expo-srilanka,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Prime Group (Prime Residencies),Developer,Colombo,primeresidencies.lk,"Project brochures, hoardings, site signage, sales kits",47+ completed projects; active launches,https://www.primeresidencies.lk/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",John Keells Properties (TRI-ZEN),Developer,Colombo,johnkeellsproperties.com,"Project brochures, hoardings, showroom graphics",TRI-ZEN three-tower project at Union Place,https://www.trizen.lk/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Blue Ocean Group,Developer,Colombo,blueoceangroup.lk,"Project brochures, hoardings, site signage",Havelock Place and multiple condo projects,https://blueoceangroup.lk/apartments-for-sale/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Overseas Realty (Ceylon) PLC / Havelock City,Developer,Colombo,—,"Brochures, hoardings, annual report",Largest listed real-estate company; Havelock City phases,https://en.wikipedia.org/wiki/Overseas_Realty,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Altair,Developer,Colombo,altair.lk,"Luxury brochures, hoardings, owner packs",Tallest residential towers; ongoing sales,https://www.altair.lk/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Sanken Construction (Capitol TwinPeaks),Contractor / developer,Colombo,—,"Hoardings, site signage, project brochures",Built 7th Sense; Capitol TwinPeaks,https://en.wikipedia.org/wiki/Capitol_TwinPeaks,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Access Engineering PLC,Contractor / developer,Colombo,accessengsl.com,"Annual report, hoardings, site signage",Listed; real-estate arm,https://en.wikipedia.org/wiki/Access_Engineering,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Maga Engineering,Contractor,Colombo,maga.lk,"Site signage, hoardings, corporate brochures",Grand Hyatt Colombo contractor; CS2 grade,https://www.maga.lk/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Nawaloka Construction Company,Contractor,Colombo,—,"Site signage, safety signage, brochures",CIDA CS2/C1 contractor; high-rise projects,https://www.crystalconstruction.lk/7-popular-construction-companies-in-2023/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Tudawe Brothers,Contractor,Colombo,—,"Site signage, brochures",Ongoing demand,https://www.crystalconstruction.lk/7-popular-construction-companies-in-2023/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",International Construction Consortium (ICC),Contractor,Colombo,—,"Site signage, brochures",Ongoing demand,https://www.crystalconstruction.lk/7-popular-construction-companies-in-2023/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Urban Development Authority,State developer,Colombo,uda.gov.lk,"Project brochures, hoardings, launch signage","Launched 1,000-unit Port View Residencies, 15 Sep 2026",https://www.newswire.lk/2026/09/15/govt-launches-1000-unit-port-view-residencies-housing-complex-in-colombo/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Civil & Structural Engineering Consultants (CSEC),Engineering consultant,Colombo,csec.lk,"Corporate brochures, project reports",Grand Hyatt consultant; ongoing,https://csec.lk/project-grand-hyatt/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Manoj Champika Chartered Architects,Architecture practice,Colombo,architecturecolombo.lk,"Portfolio books, presentation boards",Ongoing demand,https://www.architecturecolombo.lk/,yes
"Services, institutions & tenders","Real estate developers, construction companies, architects",Fairway Holdings,Developer,Colombo,—,"Project brochures, hoardings",unverified this session,—,verify
"Services, institutions & tenders","Real estate developers, construction companies, architects",Home Lands Skyline,Developer,Colombo,—,"Project brochures, hoardings",unverified this session,—,verify
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Phoenix Ogilvy,Ad agency,Colombo,ogilvy.lk,"Client POS, brochures, packaging mock-ups, event collateral",2025 Sri Lanka Agency of the Year,https://island.lk/phoenix-ogilvy-dominates-sri-lankas-creative-rankings-2/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",BBDO Sri Lanka (formerly MullenLowe),Ad agency,Colombo,srilanka.mullenlowe.com,Client campaigns; own rebrand stationery,Rebranded to BBDO Sept 2026; Effie Agency of the Year 2025; 111 brands,https://www.lankabusinessonline.com/2026/09/14/mullenlowe-group-sri-lanka-becomes-bbdo-sri-lanka/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Leo Burnett Sri Lanka (Publicis Groupe),Ad agency,Colombo,publicisgroupesrilanka.com,"Client POS, brochures, packaging",Ongoing client demand,https://publicisgroupesrilanka.com/leo-burnett/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Triad,Ad agency,Colombo,—,"Client POS, brochures, outdoor",Ranked top-3 creative agency,https://campaignbriefasia.com/2020/10/06/campaign-brief-asia-2020-sri-lanka-creative-rankings-leo-burnett-takes-out-creative-agency-of-the-year-award-with-tbwa-and-triad-ranked-2-and-3/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Dentsu Grant Group,Ad agency,Colombo,—,"Client POS, brochures, outdoor",Leading communications group,https://inboundhype.com/blog/top-marketing-and-advertising-agencies-in-sri-lanka/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",TBWA Sri Lanka,Ad agency,Colombo,tbwasrilanka.com,"Client POS, brochures, event material",Ongoing client demand,https://www.tbwasrilanka.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Sarva Integrated,Ad agency,Colombo,—,"Client POS, brochures",Active in awards; ongoing,https://shots.net/news/view/epica-awards-sri-lanka-2020-winners-announced,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Bates Strategic Alliance,Ad agency,Colombo,—,"Client POS, brochures",Ongoing client demand,https://inboundhype.com/blog/top-marketing-and-advertising-agencies-in-sri-lanka/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Wunderman Thompson / JWT Sri Lanka,Ad agency,Colombo,—,"Client POS, brochures",Ongoing client demand,https://inboundhype.com/blog/top-marketing-and-advertising-agencies-in-sri-lanka/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",MSL Sri Lanka (Publicis PR),PR agency,Colombo,—,"Press kits, event collateral",Ongoing client demand,https://en.wikipedia.org/wiki/MSLGROUP,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Adfactors PR Sri Lanka,PR agency,Colombo,adfactorspr.com,"Press kits, reports, event collateral",Office since 2014; ongoing,https://www.adfactorspr.com/locations/srilanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Channel V Media,PR agency,Colombo,—,"Press kits, corporate brochures",Ongoing client demand,https://techbehemoths.com/companies/pr/sri-lanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Fyre Agency,PR / branding,Colombo,—,"Brand collateral, stationery",Ongoing client demand,https://clutch.co/lk/pr-firms,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Prime One Global,PR / digital,Colombo,—,Brand collateral,Ongoing client demand,https://clutch.co/lk/pr-firms,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Sapphire Island (Pvt) Ltd,Branding agency,Colombo,—,"Brand collateral, packaging",Ongoing client demand,https://clutch.co/lk/pr-firms,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Antyra Solutions,Digital / creative agency,Colombo,antyrasolutions.com,"Packaging design, brand identity print",Offers packaging design; hospitality & finance clients,https://www.antyrasolutions.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Colombo Conferences,Event / MICE,Colombo,colomboconferences.com,"Conference kits, badges, banners, stall graphics",MICE and exhibition-stall specialist since 2015,https://www.colomboconferences.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",CDC Events & Travels,Exhibition organiser,Colombo,lankapak.com,"Show guides, banners, exhibitor kits",Lankapak 23–25 Oct 2026; Profood Propack 21–23 Aug 2026,https://lankapak.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Aitken Spence Conventions & Exhibitions,Exhibition organiser,Colombo,—,"Show guides, signage, badges","Medicare 2026 (March, BMICH)",https://10times.com/medicare-expo-srilanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Lanka Exhibition & Conference Services,Exhibition organiser,Colombo,—,"Show guides, banners, stall graphics",Ongoing trade-show calendar,https://www.tradeindia.com/tradeshows/organizer-10943900/lanka-exhibition-conference-services-pvt-limited.html,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Jetwing Events,PCO / event company,Colombo,jetwingevents.com,"Conference kits, banners, badges",SLCB member PCEO; ongoing,https://www.jetwingevents.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Bling Productions,Event production,Colombo,bling.lk,"Backdrops, banners, invitations",Multiple 2025–2026 Colombo events,https://www.bling.lk/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Hotel Show Colombo (organiser),Exhibition,Colombo,hotelshowcolombo.com,"Show directory, signage, exhibitor kits","24–26 Jul 2026, SBMEC",https://www.hotelshowcolombo.com/,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",EDEX Expo,Education exhibition,Colombo,—,"Show guides, banners",Annual education fair,https://en.wikipedia.org/wiki/EDEX_Expo,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Cherish Luxury,Wedding planner,Colombo,cherishluxury.com,"Invitations, menus, signage, favour boxes",Premium wedding planner; ongoing,https://www.cherishluxury.com/post/top-wedding-planners-in-colombo-you-should-know,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",The Boss Entertainment,Wedding / event planner,Colombo,—,"Invitations, signage, backdrops",14+ years; outdoor weddings,https://www.findit.lk/recommendations/top-10-wedding-planners-in-sri-lanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",DE Arts Events,Wedding / event planner,Colombo,—,"Invitations, signage, backdrops",Luxury event services,https://www.findit.lk/recommendations/top-10-wedding-planners-in-sri-lanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",The Bottom Line,Wedding planner,Colombo,—,"Invitations, menus, signage",Luxury weddings,https://www.findit.lk/recommendations/top-10-wedding-planners-in-sri-lanka,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Vivah Luxury Weddings,Destination wedding planner,Colombo,vivahluxuryweddings.com,"Invitations, welcome kits, signage",Indian destination weddings,https://vivahluxuryweddings.com/destination-wedding-planner-in-sri-lanka.php,yes
"Services, institutions & tenders","Advertising agencies, event companies, PR firms, exhibition organisers, wedding planners",Our Wedding Sri Lanka,Destination wedding planner,Colombo,—,"Invitations, welcome kits",Foreign/destination weddings,https://www.findit.lk/recommendations/top-10-wedding-planners-in-sri-lanka,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sri Lanka Export Development Board,State agency,Colombo,srilankabusiness.com,"Expo directory, brochures, signage, promo material","RFP for designing & printing firm, Sri Lanka Expo 2027 (14–17 Jan 2027)",https://www.srilankabusiness.com/pdfs/announcements/2026/expo-2026/print/tor-printing-services-sl-expo-2026.pdf,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sri Lanka Tourism Promotion Bureau,State agency,Colombo,srilanka.travel,"Brochures, annual reports, diaries, calendars, letterheads",2026 supplier registration lists offset printing categories,https://srilanka.travel/documents/tender2026/Notice_SLTPB_Supplier_Registration_2026.pdf,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sri Lanka Tourism Development Authority,State agency,Colombo,sltda.gov.lk,"Reports, signage, guides",Publishes 2026–2027 tenders on official page,https://www.sltda.gov.lk/en/tender,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Educational Publications Department,Government dept,Battaramulla,edupub.gov.lk,"School textbooks, modules",2026 textbook printing tender (docs Jul 2025); annual cycle,https://www.tenderdetail.com/Global-Tenders/TenderNotice/99142654/1109d4b3-6e76-4128-be2d-56a7a2b366aa,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Department of Posts,Government dept,Colombo,slpost.gov.lk,"Envelopes, forms, stamps collateral",Envelope preparation/printing tender (2026),https://www.tendersontime.com/sri-lanka-tenders/printing-tenders/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",National Water Supply & Drainage Board,State board,Ratmalana,waterboard.lk,"Water bills, forms, notices","Water-bill printing tender, last six months 2026 (RSC Western South)",https://www.waterboard.lk/tenders/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",State Printing Corporation,State corporation,Panaluwa,—,"Outsourced print, paper supply",Active 2026 tenders,https://www.tendersontime.com/sri-lanka/authority/state-printing-corporation-tenders-13ed/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Ministry of Finance (Treasury),Ministry,Colombo,treasury.gov.lk,"Reports, budget documents",Procurement notices page lists 2026 items,https://www.treasury.gov.lk/procurement/procurement-notices,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Department of Examinations,Government dept,Battaramulla,doenets.lk,"Exam papers, answer scripts, certificates",Paper supply (25 MT) for 2026 exams in tender feeds,https://www.tendersontime.com/sri-lanka-tenders/paper-tenders/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Election Commission of Sri Lanka,Independent commission,Rajagiriya,elections.gov.lk,"Ballot papers, voter cards, posters",Provincial Council polls pending; committee term to 17 Dec 2026,https://mawratanews.lk/news/provincial-council-elections-face-further-delay-as-parliament-extends-committee-term/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)","CEB successor companies (e.g., Electricity Distribution Lanka)",State utilities,Colombo,—,"New-brand bills, stationery, signage",CEB dissolved 9 Mar 2026 into six companies (rebrand),https://en.wikipedia.org/wiki/Ceylon_Electricity_Board,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Ceylon Petroleum Corporation,State corporation,Colombo,—,"Forms, signage, annual report",Ongoing demand,https://en.wikipedia.org/wiki/Ceylon_Petroleum_Corporation,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sri Lanka Ports Authority,State corporation,Colombo,—,"Forms, signage, annual report",Ongoing demand,https://en.wikipedia.org/wiki/List_of_government-owned_companies_of_Sri_Lanka,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Insurance Regulatory Commission of Sri Lanka,Regulator,Colombo,ircsl.gov.lk,"Annual report, guidelines",Annual report cycle,https://ircsl.gov.lk/wp-content/uploads/2023/04/annual-report-2021.pdf,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Credit Information Bureau (CRIB),Regulator-linked bureau,Colombo,crib.lk,"Annual report, forms",Ongoing demand,https://www.crib.lk/en/about-us/member-institutions,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",University Grants Commission,Regulator,Colombo,ugc.ac.lk,"Handbooks, reports",Annual admissions handbook,https://www.ugc.ac.lk/index.php?option=com_content&view=article&id=101&Itemid=37&lang=en,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",UNDP Sri Lanka,UN agency,Colombo 7,undp.org/srilanka,"Reports, IEC material, event collateral",Posts RFQs on UNDP procurement notices,https://www.undp.org/srilanka/procurement,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",UNICEF Sri Lanka,UN agency,Colombo 7,unicef.org/srilanka,"IEC material, reports, posters",Ongoing; UNGM tenders,https://srilanka.un.org/en/about/un-entities-in-country,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",IOM Sri Lanka,UN agency,Colombo 8,srilanka.iom.int,"Trilingual leaflets, signage, reports",Tender: trilingual communication materials for BIA & Colombo Port,https://srilanka.iom.int/procurement,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",UNFPA Sri Lanka,UN agency,Colombo,srilanka.unfpa.org,"IEC material, reports",Runs electronic ITBs; call-for-submissions page,https://srilanka.unfpa.org/en/call-for-submissions,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",FAO Sri Lanka,UN agency,Colombo 7,fao.org,"Reports, training manuals",Ongoing demand,https://srilanka.un.org/en/contact-us,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",WFP Sri Lanka,UN agency,Colombo,wfp.org,"Reports, IEC posters",Ongoing since 1968,https://srilanka.un.org/en,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",World Bank Sri Lanka office,IFI,Colombo 2,worldbank.org,"Reports, event collateral",Ongoing demand,https://srilanka.un.org/en/contact-us,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",World Vision Lanka,INGO,Colombo,wvi.org/srilanka,"IEC leaflets, reports, banners",31 locations in 16 districts,https://www.wvi.org/srilanka,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Save the Children Sri Lanka,INGO,Colombo,savethechildren.net,"IEC material, reports",Publishes open tenders globally,https://www.savethechildren.net/tenders,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sarvodaya Shramadana Movement,NGO,Moratuwa,sarvodaya.org,"Reports, training booklets, posters",Ongoing demand,https://www.sarvodaya.org/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Sewalanka Foundation,NGO,Colombo,—,"Reports, IEC material",Ongoing demand,https://reliefweb.int/organization/sewalanka,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Foundation of Goodness,NGO,Seenigama,unconditionalcompassion.org,"Reports, donor brochures",900+ villages; ongoing,https://www.unconditionalcompassion.org/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Centre for Policy Alternatives,Think tank,Colombo,cpalanka.org,"Reports, policy briefs",Ongoing publications,https://www.cpalanka.org/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Verité Research,Think tank,Colombo,veriteresearch.org,"Reports, briefs",Ongoing publications,https://www.veriteresearch.org/,yes
